country,year,value
Malaysia,1800,1.93
Namibia,1800,0.798
Niger,1800,0.956
Nigeria,1800,1.27
Nicaragua,1800,2.54
Netherlands,1800,6.75
Norway,1800,1.66
Nepal,1800,1.29
Nauru,1800,0.604
New Zealand,1800,1.18
Oman,1800,0.498
Pakistan,1800,0.948
Panama,1800,1.56
Peru,1800,2.84
Philippines,1800,1.45
Palau,1800,1.25
Papua New Guinea,1800,0.599
Poland,1800,1.6
North Korea,1800,2.2
Portugal,1800,2.02
Paraguay,1800,2.1
Palestine,1800,3.38
Qatar,1800,1.8
Romania,1800,0.821
Russia,1800,1.87
Rwanda,1800,1.42
Saudi Arabia,1800,1.14
Sudan,1800,0.698
Senegal,1800,0.629
Singapore,1800,1.37
Solomon Islands,1800,0.788
Sierra Leone,1800,1.32
El Salvador,1800,1.99
San Marino,1800,2.01
Somalia,1800,2.4
Serbia,1800,2.97
South Sudan,1800,3.04
Sao Tome and Principe,1800,1.75
Suriname,1800,2.36
Slovak Republic,1800,2.23
Slovenia,1800,3.18
Sweden,1800,1.9
Eswatini,1800,0.193
Seychelles,1800,1.13
Syria,1800,1.06
Chad,1800,1.13
Togo,1800,1.54
Thailand,1800,1.5
Tajikistan,1800,1.25
Turkmenistan,1800,1.15
Timor-Leste,1800,0.823
Tonga,1800,2.14
Trinidad and Tobago,1800,2.67
Tunisia,1800,1.12
Turkey,1800,1.27
Tuvalu,1800,2.57
Taiwan,1800,2.26
Tanzania,1800,0.933
Uganda,1800,1.73
Ukraine,1800,0.602
Uruguay,1800,3.19
USA,1800,5.3
Uzbekistan,1800,0.576
St. Vincent and the Grenadines,1800,1.21
Venezuela,1800,1.23
Vietnam,1800,1.53
Vanuatu,1800,1.49
Samoa,1800,4.15
Yemen,1800,2.02
South Africa,1800,1.76
Zambia,1800,0.973
Zimbabwe,1800,3.22
Afghanistan,1801,1.33
Angola,1801,0.781
Albania,1801,0.921
Andorra,1801,1.88
UAE,1801,1.66
Argentina,1801,2.09
Armenia,1801,1.37
Antigua and Barbuda,1801,1.06
Australia,1801,1.35
Austria,1801,3.22
Azerbaijan,1801,1.49
Burundi,1801,0.928
Belgium,1801,3.55
Benin,1801,1.12
Burkina Faso,1801,1.04
Bangladesh,1801,1.8
Bulgaria,1801,2.61
Bahrain,1801,1.09
Bahamas,1801,2.04
Bosnia and Herzegovina,1801,2.27
Belarus,1801,0.837
Belize,1801,1.05
Bolivia,1801,2.95
Brazil,1801,0.999
Barbados,1801,1.64
Brunei,1801,2.25
Bhutan,1801,1.07
Botswana,1801,0.368
Central African Republic,1801,0.795
Canada,1801,2.17
Switzerland,1801,4.53
Chile,1801,1.25
China,1801,1.25
Cote d'Ivoire,1801,1.47
Cameroon,1801,0.915
"Congo, Dem. Rep.",1801,0.609
"Congo, Rep.",1801,0.517
Colombia,1801,1.5
Comoros,1801,2.32
Cape Verde,1801,1.03
Costa Rica,1801,0.671
Cuba,1801,0.936
Cyprus,1801,1.5
Czech Republic,1801,1.87
Germany,1801,3.0
Djibouti,1801,2.04
Dominica,1801,0.701
Denmark,1801,3.15
Dominican Republic,1801,1.85
Algeria,1801,0.879
Ecuador,1801,0.617
Egypt,1801,1.23
Eritrea,1801,1.27
Spain,1801,2.13
Estonia,1801,1.87
Ethiopia,1801,2.87
Finland,1801,1.96
Fiji,1801,1.14
France,1801,2.81
"Micronesia, Fed. Sts.",1801,1.68
Gabon,1801,0.361
UK,1801,4.48
Georgia,1801,1.95
Ghana,1801,1.01
Guinea,1801,0.41
Gambia,1801,0.98
Guinea-Bissau,1801,1.36
Equatorial Guinea,1801,0.459
Greece,1801,1.85
Grenada,1801,1.39
Guatemala,1801,0.875
Guyana,1801,1.7
"Hong Kong, China",1801,1.76
Honduras,1801,1.26
Croatia,1801,1.26
Haiti,1801,0.858
Hungary,1801,1.9
Indonesia,1801,0.635
India,1801,2.06
Ireland,1801,1.44
Iran,1801,1.35
Iraq,1801,1.79
Iceland,1801,1.56
Israel,1801,1.3
Italy,1801,3.19
Jamaica,1801,2.06
Jordan,1801,2.0
Japan,1801,2.07
Kazakhstan,1801,0.81
Kenya,1801,2.05
Kyrgyz Republic,1801,1.17
Cambodia,1801,1.17
Kiribati,1801,2.17
St. Kitts and Nevis,1801,1.63
South Korea,1801,1.36
Kuwait,1801,1.6
Lao,1801,2.01
Lebanon,1801,2.44
Liberia,1801,2.23
Libya,1801,1.27
St. Lucia,1801,0.263
Sri Lanka,1801,1.35
Lesotho,1801,1.29
Lithuania,1801,0.877
Luxembourg,1801,2.19
Latvia,1801,1.11
Morocco,1801,1.41
Monaco,1801,0.968
Moldova,1801,0.963
Madagascar,1801,0.93
Maldives,1801,0.642
Mexico,1801,1.22
Marshall Islands,1801,1.57
North Macedonia,1801,0.793
Mali,1801,0.848
Malta,1801,1.29
Myanmar,1801,1.96
Montenegro,1801,1.57
Mongolia,1801,0.804
Mozambique,1801,1.53
Mauritania,1801,0.62
Mauritius,1801,1.3
Malawi,1801,2.18
Malaysia,1801,1.93
Namibia,1801,0.798
Niger,1801,0.956
Nigeria,1801,1.27
Nicaragua,1801,2.54
Netherlands,1801,6.63
Norway,1801,1.67
Nepal,1801,1.29
Nauru,1801,0.604
New Zealand,1801,1.18
Oman,1801,0.498
Pakistan,1801,0.948
Panama,1801,1.56
Peru,1801,2.69
Philippines,1801,1.45
Palau,1801,1.25
Papua New Guinea,1801,0.599
Poland,1801,1.56
North Korea,1801,2.2
Portugal,1801,1.93
Paraguay,1801,2.1
Palestine,1801,3.4
Qatar,1801,1.81
Romania,1801,0.821
Russia,1801,1.87
Rwanda,1801,1.42
Saudi Arabia,1801,1.14
Sudan,1801,0.698
Senegal,1801,0.629
Singapore,1801,1.37
Solomon Islands,1801,0.788
Sierra Leone,1801,1.32
El Salvador,1801,1.99
San Marino,1801,2.01
Somalia,1801,2.4
Serbia,1801,2.97
South Sudan,1801,3.04
Sao Tome and Principe,1801,1.76
Suriname,1801,2.36
Slovak Republic,1801,2.23
Slovenia,1801,3.18
Sweden,1801,1.88
Eswatini,1801,0.193
Seychelles,1801,1.13
Syria,1801,1.06
Chad,1801,1.13
Togo,1801,1.54
Thailand,1801,1.5
Tajikistan,1801,1.25
Turkmenistan,1801,1.15
Timor-Leste,1801,0.824
Tonga,1801,2.14
Trinidad and Tobago,1801,2.67
Tunisia,1801,1.12
Turkey,1801,1.27
Tuvalu,1801,2.57
Taiwan,1801,2.26
Tanzania,1801,0.933
Uganda,1801,1.73
Ukraine,1801,0.604
Uruguay,1801,3.2
USA,1801,5.39
Uzbekistan,1801,0.576
St. Vincent and the Grenadines,1801,1.21
Venezuela,1801,1.23
Vietnam,1801,1.53
Vanuatu,1801,1.49
Samoa,1801,4.15
Yemen,1801,2.02
South Africa,1801,1.74
Zambia,1801,0.976
Zimbabwe,1801,3.23
Afghanistan,1802,1.33
Angola,1802,0.785
Albania,1802,0.924
Andorra,1802,1.88
UAE,1802,1.67
Argentina,1802,2.1
Armenia,1802,1.37
Antigua and Barbuda,1802,1.06
Australia,1802,1.36
Austria,1802,3.24
Azerbaijan,1802,1.49
Burundi,1802,0.93
Belgium,1802,3.56
Benin,1802,1.12
Burkina Faso,1802,1.04
Bangladesh,1802,1.8
Bulgaria,1802,2.61
Bahrain,1802,1.1
Bahamas,1802,2.04
Bosnia and Herzegovina,1802,2.27
Belarus,1802,0.837
Belize,1802,1.05
Bolivia,1802,2.95
Brazil,1802,0.999
Barbados,1802,1.64
Brunei,1802,2.25
Bhutan,1802,1.08
Botswana,1802,0.369
Central African Republic,1802,0.795
Canada,1802,2.18
Switzerland,1802,4.55
Chile,1802,1.25
China,1802,1.24
Cote d'Ivoire,1802,1.47
Cameroon,1802,0.918
"Congo, Dem. Rep.",1802,0.609
"Congo, Rep.",1802,0.518
Colombia,1802,1.49
Comoros,1802,2.32
Cape Verde,1802,1.03
Costa Rica,1802,0.671
Cuba,1802,0.944
Cyprus,1802,1.5
Czech Republic,1802,1.87
Germany,1802,3.0
Djibouti,1802,2.04
Dominica,1802,0.701
Denmark,1802,3.16
Dominican Republic,1802,1.85
Algeria,1802,0.88
Ecuador,1802,0.617
Egypt,1802,1.23
Eritrea,1802,1.27
Spain,1802,2.14
Estonia,1802,1.87
Ethiopia,1802,2.87
Finland,1802,1.97
Fiji,1802,1.14
France,1802,2.81
"Micronesia, Fed. Sts.",1802,1.68
Gabon,1802,0.361
UK,1802,4.49
Georgia,1802,1.95
Ghana,1802,1.01
Guinea,1802,0.41
Gambia,1802,0.981
Guinea-Bissau,1802,1.36
Equatorial Guinea,1802,0.46
Greece,1802,1.85
Grenada,1802,1.39
Guatemala,1802,0.875
Guyana,1802,1.7
"Hong Kong, China",1802,1.76
Honduras,1802,1.26
Croatia,1802,1.27
Haiti,1802,0.858
Hungary,1802,1.9
Indonesia,1802,0.633
India,1802,2.05
Ireland,1802,1.45
Iran,1802,1.35
Iraq,1802,1.79
Iceland,1802,1.57
Israel,1802,1.3
Italy,1802,3.3
Jamaica,1802,2.06
Jordan,1802,2.0
Japan,1802,2.07
Kazakhstan,1802,0.81
Kenya,1802,2.05
Kyrgyz Republic,1802,1.18
Cambodia,1802,1.17
Kiribati,1802,2.18
St. Kitts and Nevis,1802,1.63
South Korea,1802,1.36
Kuwait,1802,1.61
Lao,1802,2.01
Lebanon,1802,2.44
Liberia,1802,2.25
Libya,1802,1.27
St. Lucia,1802,0.263
Sri Lanka,1802,1.35
Lesotho,1802,1.29
Lithuania,1802,0.878
Luxembourg,1802,2.19
Latvia,1802,1.11
Morocco,1802,1.41
Monaco,1802,0.969
Moldova,1802,0.963
Madagascar,1802,0.93
Maldives,1802,0.642
Mexico,1802,1.2
Marshall Islands,1802,1.58
North Macedonia,1802,0.793
Mali,1802,0.848
Malta,1802,1.29
Myanmar,1802,1.96
Montenegro,1802,1.56
Mongolia,1802,0.804
Mozambique,1802,1.54
Mauritania,1802,0.62
Mauritius,1802,1.3
Malawi,1802,2.18
Malaysia,1802,1.93
Namibia,1802,0.798
Niger,1802,0.956
Nigeria,1802,1.27
Nicaragua,1802,2.54
Netherlands,1802,7.0
Norway,1802,1.67
Nepal,1802,1.29
Nauru,1802,0.604
New Zealand,1802,1.18
Oman,1802,0.498
Pakistan,1802,0.948
Panama,1802,1.56
Peru,1802,2.69
Philippines,1802,1.45
Palau,1802,1.25
Papua New Guinea,1802,0.599
Poland,1802,1.52
North Korea,1802,2.19
Portugal,1802,1.96
Paraguay,1802,2.1
Palestine,1802,3.41
Qatar,1802,1.82
Romania,1802,0.821
Russia,1802,1.87
Rwanda,1802,1.43
Saudi Arabia,1802,1.15
Sudan,1802,0.698
Senegal,1802,0.63
Singapore,1802,1.37
Solomon Islands,1802,0.788
Sierra Leone,1802,1.32
El Salvador,1802,1.99
San Marino,1802,2.01
Somalia,1802,2.41
Serbia,1802,2.97
South Sudan,1802,3.04
Sao Tome and Principe,1802,1.76
Suriname,1802,2.36
Slovak Republic,1802,2.23
Slovenia,1802,3.18
Sweden,1802,1.97
Eswatini,1802,0.193
Seychelles,1802,1.13
Syria,1802,1.06
Chad,1802,1.13
Togo,1802,1.54
Thailand,1802,1.5
Tajikistan,1802,1.25
Turkmenistan,1802,1.15
Timor-Leste,1802,0.826
Tonga,1802,2.14
Trinidad and Tobago,1802,2.68
Tunisia,1802,1.12
Turkey,1802,1.27
Tuvalu,1802,2.57
Taiwan,1802,2.26
Tanzania,1802,0.933
Uganda,1802,1.73
Ukraine,1802,0.606
Uruguay,1802,3.21
USA,1802,5.48
Uzbekistan,1802,0.576
St. Vincent and the Grenadines,1802,1.21
Venezuela,1802,1.22
Vietnam,1802,1.53
Vanuatu,1802,1.49
Samoa,1802,4.15
Yemen,1802,2.03
South Africa,1802,1.72
Zambia,1802,0.979
Zimbabwe,1802,3.23
Afghanistan,1803,1.33
Angola,1803,0.789
Albania,1803,0.927
Andorra,1803,1.89
UAE,1803,1.67
Argentina,1803,2.1
Armenia,1803,1.37
Antigua and Barbuda,1803,1.06
Australia,1803,1.36
Austria,1803,3.25
Azerbaijan,1803,1.49
Burundi,1803,0.93
Belgium,1803,3.56
Benin,1803,1.12
Burkina Faso,1803,1.04
Bangladesh,1803,1.8
Bulgaria,1803,2.61
Bahrain,1803,1.1
Bahamas,1803,2.04
Bosnia and Herzegovina,1803,2.27
Belarus,1803,0.839
Belize,1803,1.05
Bolivia,1803,2.95
Brazil,1803,0.999
Barbados,1803,1.64
Brunei,1803,2.25
Bhutan,1803,1.08
Botswana,1803,0.37
Central African Republic,1803,0.795
Canada,1803,2.2
Switzerland,1803,4.58
Chile,1803,1.25
China,1803,1.24
Cote d'Ivoire,1803,1.47
Cameroon,1803,0.92
"Congo, Dem. Rep.",1803,0.609
"Congo, Rep.",1803,0.52
Colombia,1803,1.49
Comoros,1803,2.32
Cape Verde,1803,1.03
Costa Rica,1803,0.671
Cuba,1803,0.953
Cyprus,1803,1.5
Czech Republic,1803,1.87
Germany,1803,3.0
Djibouti,1803,2.05
Dominica,1803,0.701
Denmark,1803,3.16
Dominican Republic,1803,1.85
Algeria,1803,0.882
Ecuador,1803,0.617
Egypt,1803,1.23
Eritrea,1803,1.27
Spain,1803,2.15
Estonia,1803,1.87
Ethiopia,1803,2.87
Finland,1803,1.97
Fiji,1803,1.14
France,1803,2.82
"Micronesia, Fed. Sts.",1803,1.69
Gabon,1803,0.361
UK,1803,4.34
Georgia,1803,1.95
Ghana,1803,1.01
Guinea,1803,0.41
Gambia,1803,0.981
Guinea-Bissau,1803,1.36
Equatorial Guinea,1803,0.46
Greece,1803,1.85
Grenada,1803,1.39
Guatemala,1803,0.875
Guyana,1803,1.7
"Hong Kong, China",1803,1.76
Honduras,1803,1.26
Croatia,1803,1.28
Haiti,1803,0.858
Hungary,1803,1.9
Indonesia,1803,0.63
India,1803,2.04
Ireland,1803,1.46
Iran,1803,1.35
Iraq,1803,1.79
Iceland,1803,1.57
Israel,1803,1.3
Italy,1803,3.39
Jamaica,1803,2.06
Jordan,1803,2.0
Japan,1803,2.07
Kazakhstan,1803,0.812
Kenya,1803,2.05
Kyrgyz Republic,1803,1.19
Cambodia,1803,1.17
Kiribati,1803,2.18
St. Kitts and Nevis,1803,1.63
South Korea,1803,1.36
Kuwait,1803,1.61
Lao,1803,2.01
Lebanon,1803,2.44
Liberia,1803,2.26
Libya,1803,1.27
St. Lucia,1803,0.263
Sri Lanka,1803,1.35
Lesotho,1803,1.29
Lithuania,1803,0.879
Luxembourg,1803,2.19
Latvia,1803,1.11
Morocco,1803,1.41
Monaco,1803,0.97
Moldova,1803,0.963
Madagascar,1803,0.93
Maldives,1803,0.642
Mexico,1803,1.19
Marshall Islands,1803,1.58
North Macedonia,1803,0.793
Mali,1803,0.848
Malta,1803,1.29
Myanmar,1803,1.96
Montenegro,1803,1.55
Mongolia,1803,0.804
Mozambique,1803,1.54
Mauritania,1803,0.62
Mauritius,1803,1.3
Malawi,1803,2.18
Malaysia,1803,1.93
Namibia,1803,0.798
Niger,1803,0.956
Nigeria,1803,1.27
Nicaragua,1803,2.54
Netherlands,1803,6.85
Norway,1803,1.67
Nepal,1803,1.29
Nauru,1803,0.604
New Zealand,1803,1.18
Oman,1803,0.498
Pakistan,1803,0.948
Panama,1803,1.56
Peru,1803,2.64
Philippines,1803,1.45
Palau,1803,1.25
Papua New Guinea,1803,0.599
Poland,1803,1.49
North Korea,1803,2.19
Portugal,1803,1.98
Paraguay,1803,2.1
Palestine,1803,3.43
Qatar,1803,1.82
Romania,1803,0.821
Russia,1803,1.87
Rwanda,1803,1.44
Saudi Arabia,1803,1.15
Sudan,1803,0.698
Senegal,1803,0.63
Singapore,1803,1.37
Solomon Islands,1803,0.788
Sierra Leone,1803,1.32
El Salvador,1803,1.99
San Marino,1803,2.02
Somalia,1803,2.41
Serbia,1803,2.97
South Sudan,1803,3.04
Sao Tome and Principe,1803,1.76
Suriname,1803,2.36
Slovak Republic,1803,2.23
Slovenia,1803,3.18
Sweden,1803,1.95
Eswatini,1803,0.193
Seychelles,1803,1.14
Syria,1803,1.06
Chad,1803,1.13
Togo,1803,1.54
Thailand,1803,1.5
Tajikistan,1803,1.25
Turkmenistan,1803,1.16
Timor-Leste,1803,0.828
Tonga,1803,2.14
Trinidad and Tobago,1803,2.68
Tunisia,1803,1.12
Turkey,1803,1.27
Tuvalu,1803,2.57
Taiwan,1803,2.26
Tanzania,1803,0.933
Uganda,1803,1.73
Ukraine,1803,0.608
Uruguay,1803,3.22
USA,1803,5.39
Uzbekistan,1803,0.576
St. Vincent and the Grenadines,1803,1.21
Venezuela,1803,1.21
Vietnam,1803,1.53
Vanuatu,1803,1.49
Samoa,1803,4.15
Yemen,1803,2.03
South Africa,1803,1.71
Zambia,1803,0.98
Zimbabwe,1803,3.23
Afghanistan,1804,1.33
Angola,1804,0.791
Albania,1804,0.929
Andorra,1804,1.89
UAE,1804,1.68
Argentina,1804,2.11
Armenia,1804,1.38
Antigua and Barbuda,1804,1.06
Australia,1804,1.37
Austria,1804,3.26
Azerbaijan,1804,1.49
Burundi,1804,0.933
Belgium,1804,3.56
Benin,1804,1.12
Burkina Faso,1804,1.04
Bangladesh,1804,1.8
Bulgaria,1804,2.61
Bahrain,1804,1.1
Bahamas,1804,2.04
Bosnia and Herzegovina,1804,2.27
Belarus,1804,0.839
Belize,1804,1.05
Bolivia,1804,2.95
Brazil,1804,0.999
Barbados,1804,1.64
Brunei,1804,2.25
Bhutan,1804,1.08
Botswana,1804,0.371
Central African Republic,1804,0.795
Canada,1804,2.21
Switzerland,1804,4.6
Chile,1804,1.25
China,1804,1.24
Cote d'Ivoire,1804,1.47
Cameroon,1804,0.922
"Congo, Dem. Rep.",1804,0.609
"Congo, Rep.",1804,0.521
Colombia,1804,1.48
Comoros,1804,2.33
Cape Verde,1804,1.03
Costa Rica,1804,0.671
Cuba,1804,0.96
Cyprus,1804,1.5
Czech Republic,1804,1.87
Germany,1804,3.0
Djibouti,1804,2.06
Dominica,1804,0.701
Denmark,1804,3.17
Dominican Republic,1804,1.85
Algeria,1804,0.883
Ecuador,1804,0.617
Egypt,1804,1.23
Eritrea,1804,1.27
Spain,1804,2.16
Estonia,1804,1.87
Ethiopia,1804,2.87
Finland,1804,1.98
Fiji,1804,1.14
France,1804,2.82
"Micronesia, Fed. Sts.",1804,1.69
Gabon,1804,0.361
UK,1804,4.28
Georgia,1804,1.95
Ghana,1804,1.01
Guinea,1804,0.41
Gambia,1804,0.982
Guinea-Bissau,1804,1.36
Equatorial Guinea,1804,0.46
Greece,1804,1.87
Grenada,1804,1.39
Guatemala,1804,0.876
Guyana,1804,1.7
"Hong Kong, China",1804,1.76
Honduras,1804,1.26
Croatia,1804,1.29
Haiti,1804,0.858
Hungary,1804,1.9
Indonesia,1804,0.628
India,1804,2.03
Ireland,1804,1.47
Iran,1804,1.35
Iraq,1804,1.79
Iceland,1804,1.57
Israel,1804,1.3
Italy,1804,3.53
Jamaica,1804,2.06
Jordan,1804,2.0
Japan,1804,2.06
Kazakhstan,1804,0.813
Kenya,1804,2.05
Kyrgyz Republic,1804,1.2
Cambodia,1804,1.17
Kiribati,1804,2.18
St. Kitts and Nevis,1804,1.63
South Korea,1804,1.36
Kuwait,1804,1.62
Lao,1804,2.01
Lebanon,1804,2.45
Liberia,1804,2.27
Libya,1804,1.27
St. Lucia,1804,0.263
Sri Lanka,1804,1.35
Lesotho,1804,1.29
Lithuania,1804,0.88
Luxembourg,1804,2.19
Latvia,1804,1.11
Morocco,1804,1.41
Monaco,1804,0.972
Moldova,1804,0.963
Madagascar,1804,0.93
Maldives,1804,0.642
Mexico,1804,1.17
Marshall Islands,1804,1.58
North Macedonia,1804,0.793
Mali,1804,0.848
Malta,1804,1.29
Myanmar,1804,1.96
Montenegro,1804,1.54
Mongolia,1804,0.804
Mozambique,1804,1.54
Mauritania,1804,0.62
Mauritius,1804,1.3
Malawi,1804,2.18
Malaysia,1804,1.93
Namibia,1804,0.798
Niger,1804,0.956
Nigeria,1804,1.27
Nicaragua,1804,2.54
Netherlands,1804,7.17
Norway,1804,1.67
Nepal,1804,1.29
Nauru,1804,0.604
New Zealand,1804,1.19
Oman,1804,0.498
Pakistan,1804,0.948
Panama,1804,1.56
Peru,1804,2.63
Philippines,1804,1.45
Palau,1804,1.25
Papua New Guinea,1804,0.6
Poland,1804,1.45
North Korea,1804,2.19
Portugal,1804,2.04
Paraguay,1804,2.1
Palestine,1804,3.45
Qatar,1804,1.83
Romania,1804,0.821
Russia,1804,1.87
Rwanda,1804,1.44
Saudi Arabia,1804,1.15
Sudan,1804,0.698
Senegal,1804,0.631
Singapore,1804,1.37
Solomon Islands,1804,0.788
Sierra Leone,1804,1.32
El Salvador,1804,1.99
San Marino,1804,2.02
Somalia,1804,2.41
Serbia,1804,2.97
South Sudan,1804,3.04
Sao Tome and Principe,1804,1.77
Suriname,1804,2.36
Slovak Republic,1804,2.24
Slovenia,1804,3.18
Sweden,1804,1.82
Eswatini,1804,0.193
Seychelles,1804,1.14
Syria,1804,1.06
Chad,1804,1.13
Togo,1804,1.54
Thailand,1804,1.5
Tajikistan,1804,1.25
Turkmenistan,1804,1.16
Timor-Leste,1804,0.829
Tonga,1804,2.14
Trinidad and Tobago,1804,2.69
Tunisia,1804,1.12
Turkey,1804,1.27
Tuvalu,1804,2.57
Taiwan,1804,2.26
Tanzania,1804,0.933
Uganda,1804,1.73
Ukraine,1804,0.61
Uruguay,1804,3.24
USA,1804,5.38
Uzbekistan,1804,0.576
St. Vincent and the Grenadines,1804,1.21
Venezuela,1804,1.21
Vietnam,1804,1.53
Vanuatu,1804,1.49
Samoa,1804,4.15
Yemen,1804,2.04
South Africa,1804,1.69
Zambia,1804,0.983
Zimbabwe,1804,3.24
Afghanistan,1805,1.33
Angola,1805,0.795
Albania,1805,0.932
Andorra,1805,1.89
UAE,1805,1.68
Argentina,1805,2.12
Armenia,1805,1.38
Antigua and Barbuda,1805,1.06
Australia,1805,1.38
Austria,1805,3.28
Azerbaijan,1805,1.49
Burundi,1805,0.933
Belgium,1805,3.57
Benin,1805,1.12
Burkina Faso,1805,1.05
Bangladesh,1805,1.8
Bulgaria,1805,2.61
Bahrain,1805,1.11
Bahamas,1805,2.04
Bosnia and Herzegovina,1805,2.27
Belarus,1805,0.839
Belize,1805,1.05
Bolivia,1805,2.95
Brazil,1805,0.999
Barbados,1805,1.64
Brunei,1805,2.25
Bhutan,1805,1.08
Botswana,1805,0.372
Central African Republic,1805,0.795
Canada,1805,2.23
Switzerland,1805,4.62
Chile,1805,1.25
China,1805,1.23
Cote d'Ivoire,1805,1.47
Cameroon,1805,0.925
"Congo, Dem. Rep.",1805,0.609
"Congo, Rep.",1805,0.523
Colombia,1805,1.47
Comoros,1805,2.33
Cape Verde,1805,1.03
Costa Rica,1805,0.672
Cuba,1805,0.968
Cyprus,1805,1.5
Czech Republic,1805,1.87
Germany,1805,3.0
Djibouti,1805,2.06
Dominica,1805,0.701
Denmark,1805,3.18
Dominican Republic,1805,1.85
Algeria,1805,0.884
Ecuador,1805,0.617
Egypt,1805,1.23
Eritrea,1805,1.27
Spain,1805,2.17
Estonia,1805,1.87
Ethiopia,1805,2.87
Finland,1805,1.99
Fiji,1805,1.14
France,1805,2.82
"Micronesia, Fed. Sts.",1805,1.69
Gabon,1805,0.361
UK,1805,4.47
Georgia,1805,1.95
Ghana,1805,1.01
Guinea,1805,0.41
Gambia,1805,0.982
Guinea-Bissau,1805,1.36
Equatorial Guinea,1805,0.462
Greece,1805,1.88
Grenada,1805,1.39
Guatemala,1805,0.876
Guyana,1805,1.7
"Hong Kong, China",1805,1.76
Honduras,1805,1.26
Croatia,1805,1.3
Haiti,1805,0.858
Hungary,1805,1.9
Indonesia,1805,0.625
India,1805,2.02
Ireland,1805,1.48
Iran,1805,1.35
Iraq,1805,1.79
Iceland,1805,1.57
Israel,1805,1.3
Italy,1805,3.42
Jamaica,1805,2.06
Jordan,1805,2.0
Japan,1805,2.06
Kazakhstan,1805,0.814
Kenya,1805,2.05
Kyrgyz Republic,1805,1.21
Cambodia,1805,1.17
Kiribati,1805,2.18
St. Kitts and Nevis,1805,1.63
South Korea,1805,1.36
Kuwait,1805,1.62
Lao,1805,2.01
Lebanon,1805,2.45
Liberia,1805,2.28
Libya,1805,1.27
St. Lucia,1805,0.263
Sri Lanka,1805,1.35
Lesotho,1805,1.29
Lithuania,1805,0.881
Luxembourg,1805,2.19
Latvia,1805,1.12
Morocco,1805,1.41
Monaco,1805,0.973
Moldova,1805,0.963
Madagascar,1805,0.93
Maldives,1805,0.642
